IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,FRA,France,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.7,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,FRA,France,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,DEU,Germany,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,99.64,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,DEU,Germany,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.92,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,DEU,Germany,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,HUN,Hungary,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,HUN,Hungary,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,HUN,Hungary,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,ISL,Iceland,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,LUX,Luxembourg,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.53,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,LUX,Luxembourg,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,99.8,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,MLT,Malta,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.77,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,MCO,Monaco,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,MCO,Monaco,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,NLD,Netherlands,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.97,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,SMR,San Marino,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,100,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,ESP,Spain,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.57,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,ESP,Spain,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,99.78,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,SWE,Sweden,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.74,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,99.8,,,,,,100,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,CAF,Central African Republic,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,11.25,,,,,,11,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.34,,,,,,11,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,11.58,,,,,,12,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,GMB,Gambia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,12.18,,,,,,12,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,12.38,,,,,,12,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,12.25,,,,,,12,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,ETH,Ethiopia,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,13.24,,,,,,13,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,12.72,,,,,,13,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,SEN,Senegal,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,12.65,,,,,,13,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,12.63,,,,,,13,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,13.71,,,,,,14,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,14.41,,,,,,14,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,14.19,,,,,,14,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,16.12,,,,,,16,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TCD,Chad,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,17.59,,,,,,18,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,17.87,,,,,,18,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,MWI,Malawi,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,17.76,,,,,,18,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,GHA,Ghana,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,18.84,,,,,,19,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TGO,Togo,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,19.42,,,,,,19,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,UGA,Uganda,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,18.68,,,,,,19,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,CAF,Central African Republic,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,2.24,,,,,,2,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,19.62,,,,,,20,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,20.37,,,,,,20,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,NGA,Nigeria,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,21.21,,,,,,21,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,MDG,Madagascar,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,22.24,,,,,,22,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,23.16,,,,,,23,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AMR,Americas,Country,PER,Peru,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,23.01,,,,,,23,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,TON,Tonga,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,23.14,,,,,,23,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,24.15,,,,,,24,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,23.87,,,,,,24,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,24.26,,,,,,24,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,23.81,,,,,,24,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,25.48,,,,,,25,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,27.34,,,,,,27,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,27.01,,,,,,27,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,26.99,,,,,,27,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,SEN,Senegal,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.69,,,,,,27,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.52,,,,,,27,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,27.73,,,,,,28,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,LSO,Lesotho,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.22,,,,,,28,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,29.13,,,,,,29,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,NGA,Nigeria,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.98,,,,,,29,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TCD,Chad,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,2.65,,,,,,3,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,3.14,,,,,,3,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,30.03,,,,,,30,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,30.27,,,,,,30,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,TON,Tonga,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,29.53,,,,,,30,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,TGO,Togo,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,33.86,,,,,,34,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,34.89,,,,,,35,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,34.63,,,,,,35,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,34.98,,,,,,35,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,36.38,,,,,,36,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,36.27,,,,,,36,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,NGA,Nigeria,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,35.73,,,,,,36,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,36.3,,,,,,36,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,ETH,Ethiopia,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,38.58,,,,,,39,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2022,true,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.28,,,,,,39,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,38.7,,,,,,39,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AMR,Americas,Country,COL,Colombia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,40.18,,,,,,40,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2022,true,Residence Area Type,Urban,RESIDENCEAREATYPE_URB,,,,,,,,,,40.3,,,,,,40,,,EN,2023-07-10T00:00:00.000Z
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),text,EUR,Europe,Country,GEO,Georgia,Year,2022,true,Residence Area Type,rural,RESIDENCEAREATYPE_RUR,,,,,,,,,,40.53,,,,,,41,,,EN,2023-07-10T00:00:00.000Z
